accession	pubmed_id	pmc_id	raw_file_count	organism	taxids	experiment_types	pub_license	Reannotated	Reannotation_QC	spectral_file_types
PXD013470	31477705.0	PMC6718625	12	Arabidopsis thaliana (mouse-ear cress)	3702	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD010796	31083951.0	PMC7473601	120	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD011680	31924745.0	PMC6995014	57	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics	CC BY-NC-ND	False	False	7Z;RAW
PXD013476	31189925.0	PMC6561935	37	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZXML;RAW
PXD013601	31142615.0		1	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD012592	31575873.0	PMC6773726	52	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD013735	0.0		188	Chlamydomonas reinhardtii	3055	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD013704	0.0		120	Glycine max	3847	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD013928	31839598.0		344	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD015162	31535972.0	PMC6791687	9	Arabidopsis thaliana (mouse-ear cress)	3702	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD015394	0.0		88	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD015037			30	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;MZXML;RAW
PXD015549	31591267.0		36	Geobacillus kaustophilus	1462	Shotgun proteomics		False	False	RAW
PXD015080	31593346.0	PMC6980279	7	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC	False	False	MGF;RAW
PXD015366	31586061.0	PMC6778148	8	Rattus norvegicus (rat)	10116	Shotgun proteomics	CC BY	False	False	RAW
PXD014759	32011863.0		240	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD015044	26789759.0		29	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD015479	31932738.0	PMC7007875	13	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	NO-CC CODE	False	False	RAW
PXD015161	31535972.0	PMC6791687	27	Arabidopsis thaliana (mouse-ear cress)	3702	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD014957	31803741.0	PMC6873792	67	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD017020	32066963.0	PMC7067600	1	Gallus gallus (chicken)	9031	Chemical cross-linking coupled with mass spectrometry proteomics	NO-CC CODE	False	False	MGF;RAW
PXD016639	31570166.0	PMC6903780	19	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD016221	32047031.0		8	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	APL;RAW
PXD017299	32087376.0		0	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;ZIP
PXD016224			4	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics; Gel-based experiment		False	False	GZ;MGF;RAW;TDF;TDF_BIN
PXD017238	32134144.0	PMC7110144	6	Drosophila melanogaster (fruit fly)	7227	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD014584	31851481.0		46	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD015160	32128395.0	PMC7030922	129	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD010317	32128395.0	PMC7030922	114	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD014055			113	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD017066			0	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZXML
PXD016988	32184286.0		0	Saccharomyces cerevisiae (baker's yeast)	4932	Top-down proteomics		False	False	XML
PXD010921	32184263.0		45	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD015507	32184263.0		26	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD016554	32201362.0		230	Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human)	4932; 9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD009783	32138363.0	PMC7140434	314	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD018265	32299913.0		9	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	DTA;GZ;MGF;RAW
PXD017620	32332106.0	PMC7338081	280	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD018687	32357304.0		0	Rattus norvegicus (rat)	10116	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	GZ;MGF
PXD015941	32391791.0	PMC7289601	8	Human herpesvirus 1 (strain kos) (hhv-1) (human herpes simplex virus 1); Bacteria; Human alphaherpesvirus 1	10306; 2; 10298	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD016963	32250121.0	PMC7199212	77	Escherichia coli; Homo sapiens (human)	562; 9606	Chemical cross-linking coupled with mass spectrometry proteomics	NO-CC CODE	False	False	RAW
PXD015863	32380061.0	PMC7263428	28	Homo sapiens (human)	9606	Shotgun proteomics	author_manuscript	False	False	RAW;ZIP
PXD015285	32385295.0	PMC7210949	28	Arabidopsis thaliana (mouse-ear cress)	3702	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML;RAW
PXD019251	31988137.0		32	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD016993	32358557.0	PMC7195389	0	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF
PXD017531	32445620.0	PMC7335352	16	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD017584	32412763.0		19	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics		False	False	RAW
PXD012350	30735346.0	PMC6943928	24	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment	author_manuscript	False	False	RAW
PXD015793	31974312.0	PMC7022188	2	Chaetomium thermophilum (strain dsm 1495 / cbs 144.50 / imi 039719)	759272	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	MGF;MZXML;RAW;ZIP
PXD017128	32144388.0	PMC7060178	13	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD017241	32585685.0	PMC7401799	54	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-SA	False	False	RAW
PXD014426			15	Trypanosoma brucei brucei treu927	185431	Shotgun proteomics		False	False	RAW
PXD019484			13	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MS2;MZXML;RAW
PXD012427	30956132.0	PMC6736647	36	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD017996			6	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD015682	32647223.0	PMC7347597	14	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD018310	32496805.0	PMC7369150	7	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD014898	32541649.0	PMC7295792	0	Homo sapiens (human); Mus musculus (mouse); Sus scrofa domesticus (domestic pig)	9606; 10090; 9825	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics	CC BY	False	False	MZML
PXD015435	32561732.0	PMC7305180	211	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD018771	32994567.0	PMC7534832	122	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	NO-CC CODE	False	False	RAW
PXD013907			48	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD019926	32643919.0		235	Equus caballus (horse); Gallus gallus (chicken); Homo sapiens (human); Bos taurus (bovine)	9796; 9031; 9606; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD018189	32694122.0		0	Homo sapiens (human); Bos taurus (bovine)	9606; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;ZIP
PXD019274	32661420.0	PMC7610691	26	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	MGF;RAW
PXD014337	32029734.0	PMC7005041	9	Streptococcus pyogenes abc020006030	1438992	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD018608			23	Schizosaccharomyces pombe 972h-	284812	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD015658	32694165.0		8	Chlamydomonas reinhardtii	3055	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD018935	32724211.0	PMC7387497	8	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML;RAW
PXD018383	32500712.0		85	Homo sapiens (human)	9606	Top-down proteomics		False	False	RAW
PXD020119	32753727.0	PMC7403387	12	Macaca mulatta (rhesus macaque)	9544	Shotgun proteomics	CC BY	False	False	RAW
PXD020418	32929862.0	PMC7645262	2	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML;RAW
PXD020826			53	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD020602	32966807.0		408	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD011775			13	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD011774			85	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD018786	33035450.0		8	Vaccinia virus	10245	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD020229			3	Trypanosoma brucei	5691	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD021182	0.0		3	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD018580			47	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD021417	33067342.0		3	Streptococcus pyogenes abc020006030	1438992	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics		False	False	MZML;RAW
PXD014520	33067342.0		3	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;MZML;RAW
PXD014359	33067342.0		6	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;MZML;MZXML;RAW
PXD014523	31045356.0	PMC6625963	24	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	MZML;MZXML;RAW
PXD020290	33067435.0	PMC7567871	0	Homo sapiens (human); Xenopus laevis (african clawed frog)	9606; 8355	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML
PXD021872	33093201.0		15	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD021870	33093201.0		63	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD020759			10	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD021648	33151691.0	PMC7786381	1	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics	NO-CC CODE	False	False	MGF;RAW
PXD020709			149	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD018291	32955856.0		2	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	GZ;MGF;MZML;RAW
PXD010046			36	Homo sapiens (human); Xenopus laevis (african clawed frog)	9606; 8355	Shotgun proteomics		False	False	RAW
PXD017868	32645368.0	PMC7416808	12	Homo sapiens (human)	9606	Shotgun proteomics	author_manuscript	False	False	RAW
PXD018232	32999288.0	PMC7528018	8	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD022119	33203861.0	PMC7672056	1	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML;RAW
PXD017378			21	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD017244			36	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD020859			278	Rattus norvegicus (rat)	10116	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics; Gel-based experiment		False	False	RAW
PXD020014			57	Escherichia coli; Homo sapiens (human); Bos taurus (bovine)	562; 9606; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD019043	33469029.0	PMC7815794	0	Legionella pneumophila; Homo sapiens (human)	446; 9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MZML
PXD019507			18	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD019724			192	Gallus gallus (chicken); Oryctolagus cuniculus (rabbit); Bos taurus (bovine)	9031; 9986; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD019508			18	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD010111	33264611.0	PMC8908386	32	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD017931	33412091.0	PMC8675206	58	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	MGF;RAW;SCAN;WIFF
PXD018106	32433913.0	PMC7280788	11	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD023073	33514717.0	PMC7846742	3	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD022279	33470097.0	PMC8849040	25	Homo sapiens (human)	9606	Shotgun proteomics	author_manuscript	False	False	MS2;MZXML;RAW
PXD019751			24	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD016196	33301732.0	PMC7758880	12	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD019530	32990725.0	PMC7641746	0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; MSE	CC BY-NC	False	False	ZIP
PXD014642			0	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics		False	False	ZIP
PXD021553	33617236.0		8	Neisseria meningitidis; Bacteria	487; 2	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD011974	33640491.0	PMC8050775	36	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD023022	33637534.0	PMC7909872	12	Arabidopsis thaliana (mouse-ear cress)	3702	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY-NC	False	False	RAW
PXD021708			4	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZXML;RAW
PXD021709			8	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD023522	33657806.0		0	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;MZXML
PXD020084	33734450.0	PMC8047447	18	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW;ZIP
PXD023814			74	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD024335	33545068.0		6	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD025220			2	Trypanosoma brucei	5691	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD024367			12	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	MZXML;RAW
PXD024361			14	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	MZXML;RAW
PXD024366			24	Mus musculus (mouse)	10090	Shotgun proteomics		False	False	MZXML;RAW
PXD024492	34035302.0	PMC8149812	4	Saccharomyces cerevisiae (baker's yeast)	4932	Shotgun proteomics	CC BY	False	False	APL;RAW
PXD024493	34035302.0	PMC8149812	4	Saccharomyces cerevisiae (baker's yeast)	4932	Shotgun proteomics	CC BY	False	False	APL;RAW
PXD020165	33799447.0	PMC8001828	15	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD021691			6	Armoracia rusticana; Homo sapiens (human); Mus musculus (mouse)	3704; 9606; 10090	Shotgun proteomics		False	False	RAW
PXD021693			6	Armoracia rusticana; Homo sapiens (human); Mus musculus (mouse)	3704; 9606; 10090	Shotgun proteomics		False	False	RAW
PXD023164	33941673.0		6	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD021822	33929844.0		0	Deinococcus radiodurans r1	243230	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	MZML;MZXML
PXD022690	33915260.0	PMC8214149	71	Saccharomyces cerevisiae (baker's yeast); Bos taurus (bovine)	4932; 9913	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD005657	29537826.0		5	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD025066			4	Oryctolagus sp. 'rabbit_od'	2665958	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD017951			6	Homo sapiens (human)	9606	Top-down proteomics; Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD019048	0.0		15	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD019101	0.0		90	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD020302	33953398.0		18	Neisseria gonorrhoeae	485	Shotgun proteomics		False	False	RAW
PXD022772	0.0		0	Streptococcus pyogenes abc020006030	1438992	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	ZIP
PXD022675			123	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD026229			38	Mus musculus (mouse)	10090	SWATH MS		False	False	RAW
PXD025172	34018207.0	PMC8204860	20	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD005943	34278261.0	PMC8261671	12	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD021622	33067390.0	PMC7959530	10	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY-NC-ND	False	False	RAW
PXD024254	34151850.0	PMC8609692	84	Mus musculus (mouse)	10090	Shotgun proteomics; Gel-based experiment	CC BY-NC	False	False	APL;RAW
PXD026935			12	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD017933			24	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	GZ;MGF;RAW
PXD019771	34142657.0	PMC8245127	18	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD024131	34349113.0	PMC8338941	4	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD024160			4	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD026718	34181849.0	PMC8922946	2	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD019017			11	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD023072			12	Mus musculus (mouse)	10090	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD022335	34381044.0	PMC8357913	52	Mus musculus (mouse)	10090	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD026790			48	Sus scrofa domesticus (domestic pig)	9825	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD009159	32444788.0	PMC7244511	9	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW;ZIP
PXD022903	34189442.0	PMC8220391	578	Homo sapiens (human)	9606	Shotgun proteomics; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD019215	34262173.0	PMC8607881	5	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics	author_manuscript	False	False	RAW
PXD020453	34339457.0	PMC8360603	14	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD020323	33475084.0	PMC7880690	8	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	MS2;RAW
PXD021434			13	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD027565			6	Homo sapiens (human)	9606	Shotgun proteomics; Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD024253			2	Escherichia coli; Bos taurus (bovine)	562; 9913	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MZML;RAW
PXD012788			57	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics		False	False	RAW
PXD025141			14	Homo sapiens (human); Mus musculus (mouse)	9606; 10090	Shotgun proteomics		False	False	MZML;MZXML;RAW
PXD027128			6	Saccharomyces cerevisiae (baker's yeast); Homo sapiens (human)	4932; 9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD020370			6	Homo sapiens (human)	9606	Shotgun proteomics		False	False	MZML;RAW
PXD010422	30125099.0		33	Oryctolagus cuniculus (rabbit)	9986	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD026244			413	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD026926			12	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD024822			24	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	RAW
PXD010474	34428048.0	PMC8744476	3	Homo sapiens (human)	9606	Shotgun proteomics	author_manuscript	False	False	RAW
PXD022440			0	Xenopus laevis (african clawed frog)	8355	Affinity purification coupled with mass spectrometry proteomics		False	False	MGF;SCAN;WIFF
PXD024168	34420308.0		10	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD024065			2	Saccharomyces cerevisiae (baker's yeast)	4932	Chemical cross-linking coupled with mass spectrometry proteomics		False	False	MGF;RAW
PXD017873	33523959.0	PMC7787483	6	Synechocystis sp. pcc 6803 substr. gt-s	1111707	Chemical cross-linking coupled with mass spectrometry proteomics; Shotgun proteomics	CC BY-NC	False	False	MGF;RAW
PXD019428	33660780.0	PMC8034651	12	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	DTA;RAW
PXD019338	32719457.0	PMC7483821	65	Human immunodeficiency virus 1; Homo sapiens (human)	11676; 9606	Chemical cross-linking coupled with mass spectrometry proteomics	NO-CC CODE	False	False	MGF;RAW
PXD019713	33747727.0	PMC7967050	3	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;MZML;RAW
PXD019599	33172954.0	PMC7790435	3	Escherichia coli	562	Chemical cross-linking coupled with mass spectrometry proteomics; Gel-based experiment	author_manuscript	False	False	MGF;RAW
PXD020542	33443154.0		21	Homo sapiens (human)	9606	Shotgun proteomics		False	False	RAW
PXD020704	33237725.0	PMC7883999	28	Bos taurus (bovine)	9913	Chemical cross-linking coupled with mass spectrometry proteomics	NO-CC CODE	False	False	RAW
PXD019944	33747727.0	PMC7967050	1	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;MZML;RAW
PXD019868	33747727.0	PMC7967050	3	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;MZML;RAW
PXD022785	33705380.0	PMC7951837	4	Toxoplasma gondii rh	383379	Shotgun proteomics	CC BY	False	False	MGF;RAW
PXD023192	34026826.0	PMC8138138	26	Escherichia coli	562	Gel-based experiment	CC BY	False	False	RAW
PXD023525	33946784.0	PMC8146983	3	Escherichia coli; Homo sapiens (human)	562; 9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	MGF;RAW
PXD023651	34139236.0	PMC8267569	8	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD027068	34416233.0	PMC8446793	440	Caenorhabditis elegans	6239	Shotgun proteomics; Gel-based experiment; Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD021770	34795231.0	PMC8602451	0	Homo sapiens (human)	9606	Top-down proteomics	CC BY	False	False	7Z
PXD021809	34795231.0	PMC8602451	0	Homo sapiens (human)	9606	Top-down proteomics	CC BY	False	False	7Z
PXD027759	34795231.0	PMC8602451	0	Homo sapiens (human)	9606	Shotgun proteomics	CC BY	False	False	7Z
PXD021923	34795231.0	PMC8602451	24	Homo sapiens (human)	9606	Shotgun proteomics; Gel-based experiment	CC BY	False	False	RAW
PXD027611			26	Mus musculus (mouse)	10090	Affinity purification coupled with mass spectrometry proteomics		False	False	RAW
PXD014247	34533192.0	PMC8524720	6	Homo sapiens (human)	9606	Affinity purification coupled with mass spectrometry proteomics	CC BY	False	False	RAW
PXD023487	34373319.0	PMC8403911	59	Homo sapiens (human)	9606	Chemical cross-linking coupled with mass spectrometry proteomics	CC BY	False	False	RAW
