source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD039626_2022-05-03-KB-SY91-ZT-1a	Mus musculus	not available	whole cell lysate	macrophage	39	PXD039626_2022-05-03-KB-SY91-ZT-1a_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-1a.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-10-noFAIMS-SY98-1-3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mus musculus;AC=NCBITaxon:10090	whole cell lysate	macrophage	40	PXD039626_2022-08-10-noFAIMS-SY98-1-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-10-noFAIMS-SY98-1-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-5-1	Mus musculus	not available	whole cell lysate	macrophage	41	PXD039626_2022-08-20-KB-noFAIMS-SY99-5-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-5-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-1-2	Mus musculus	not available	whole cell lysate	macrophage	42	PXD039626_2022-08-20-KB-noFAIMS-SY99-1-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-1-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-5-2	Mus musculus	not available	whole cell lysate	macrophage	43	PXD039626_2022-08-20-KB-noFAIMS-SY99-5-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-5-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-3a	Mus musculus	not available	whole cell lysate	macrophage	44	PXD039626_2022-05-03-KB-SY91-ZT-3a_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-3a.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-4a	Mus musculus	not available	whole cell lysate	macrophage	45	PXD039626_2022-05-03-KB-SY91-ZT-4a_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-4a.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-5	Mus musculus	not available	whole cell lysate	macrophage	46	PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-5_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-5.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-3	Mus musculus	not available	whole cell lysate	macrophage	47	PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-6-1	Mus musculus	not available	whole cell lysate	macrophage	48	PXD039626_2022-08-20-KB-noFAIMS-SY99-6-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-6-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-25-KB-noFAIMS-SY87-4	Mus musculus	not available	whole cell lysate	macrophage	49	PXD039626_2022-08-25-KB-noFAIMS-SY87-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-25-KB-noFAIMS-SY87-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-4	Mus musculus	not available	whole cell lysate	macrophage	50	PXD039626_2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-4_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-19-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-4.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-11-KB-noFAIMS-SY98-4-2	Mus musculus	not available	whole cell lysate	macrophage	51	PXD039626_2022-08-11-KB-noFAIMS-SY98-4-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-11-KB-noFAIMS-SY98-4-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-AJ-2stepredox-NT-1-rerun	Mus musculus	not available	whole cell lysate	macrophage	52	PXD039626_2022-11-23-KB-AJ-2stepredox-NT-1-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-AJ-2stepredox-NT-1-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-08-noFAIMS-SY98-5-3	Mus musculus	not available	whole cell lysate	macrophage	53	PXD039626_2022-08-08-noFAIMS-SY98-5-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-08-noFAIMS-SY98-5-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-SY104-2-1	Mus musculus	not available	whole cell lysate	macrophage	54	PXD039626_2022-10-07-KB-SY104-2-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-SY104-2-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-5-3	Mus musculus	not available	whole cell lysate	macrophage	55	PXD039626_2022-08-20-KB-noFAIMS-SY99-5-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-5-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-10-noFAIMS-SY98-1-2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mus musculus;AC=NCBITaxon:10090	whole cell lysate	macrophage	56	PXD039626_2022-08-10-noFAIMS-SY98-1-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-10-noFAIMS-SY98-1-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-SY104-1-2	Mus musculus	not available	whole cell lysate	macrophage	57	PXD039626_2022-10-07-KB-SY104-1-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-SY104-1-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-6a	Mus musculus	not available	whole cell lysate	macrophage	58	PXD039626_2022-05-03-KB-SY91-ZT-6a_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-6a.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-15-KB-nofaims-SY91-5a	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Mus musculus;AC=NCBITaxon:10090	whole cell lysate	macrophage	59	PXD039626_2022-05-15-KB-nofaims-SY91-5a_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-15-KB-nofaims-SY91-5a.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-6-2	Mus musculus	not available	whole cell lysate	macrophage	60	PXD039626_2022-08-20-KB-noFAIMS-SY99-6-2_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-6-2.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-5a	Mus musculus	not available	whole cell lysate	macrophage	61	PXD039626_2022-05-03-KB-SY91-ZT-5a_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-5a.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-SY104-1-3	Mus musculus	not available	whole cell lysate	macrophage	62	PXD039626_2022-10-07-KB-SY104-1-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-SY104-1-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-3-rerun	Mus musculus	not available	whole cell lysate	macrophage	63	PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-3-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-3-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-6-3	Mus musculus	not available	whole cell lysate	macrophage	64	PXD039626_2022-08-20-KB-noFAIMS-SY99-6-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-6-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-AJ-2stepredox-LPS-2-rerun	Mus musculus	not available	whole cell lysate	macrophage	65	PXD039626_2022-11-23-KB-AJ-2stepredox-LPS-2-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-AJ-2stepredox-LPS-2-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-6-rerun	Mus musculus	not available	whole cell lysate	macrophage	66	PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-6-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-NT-6-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-4b	Mus musculus	not available	whole cell lysate	macrophage	67	PXD039626_2022-05-03-KB-SY91-ZT-4b_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-4b.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-AJ-2stepredox-NT-2-rerun	Mus musculus	not available	whole cell lysate	macrophage	68	PXD039626_2022-11-23-KB-AJ-2stepredox-NT-2-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-AJ-2stepredox-NT-2-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-11-KB-noFAIMS-SY98-4-1	Mus musculus	not available	whole cell lysate	macrophage	69	PXD039626_2022-08-11-KB-noFAIMS-SY98-4-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-11-KB-noFAIMS-SY98-4-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-20-KB-noFAIMS-SY99-1-1	Mus musculus	not available	whole cell lysate	macrophage	70	PXD039626_2022-08-20-KB-noFAIMS-SY99-1-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-20-KB-noFAIMS-SY99-1-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-1-rerun	Mus musculus	not available	whole cell lysate	macrophage	71	PXD039626_2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-1-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-noFAIMS-MV-SY-B16-mito-turboID-LPS-1-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-6b	Mus musculus	not available	whole cell lysate	macrophage	72	PXD039626_2022-05-03-KB-SY91-ZT-6b_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-6b.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-3b	Mus musculus	not available	whole cell lysate	macrophage	73	PXD039626_2022-05-03-KB-SY91-ZT-3b_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-3b.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-05-03-KB-SY91-ZT-5b	Mus musculus	not available	whole cell lysate	macrophage	74	PXD039626_2022-05-03-KB-SY91-ZT-5b_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-05-03-KB-SY91-ZT-5b.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-11-23-KB-AJ-2stepredox-LPS-1-rerun	Mus musculus	not available	whole cell lysate	macrophage	75	PXD039626_2022-11-23-KB-AJ-2stepredox-LPS-1-rerun_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-11-23-KB-AJ-2stepredox-LPS-1-rerun.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-08-25-KB-noFAIMS-SY87-3	Mus musculus	not available	whole cell lysate	macrophage	76	PXD039626_2022-08-25-KB-noFAIMS-SY87-3_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-08-25-KB-noFAIMS-SY87-3.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD039626_2022-10-07-KB-AJ-2stepredox-LPS-1	Mus musculus	not available	whole cell lysate	macrophage	77	PXD039626_2022-10-07-KB-AJ-2stepredox-LPS-1_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	not available	not available	not available	not available	not available	not available	2022-10-07-KB-AJ-2stepredox-LPS-1.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
