source name	characteristics[organism]	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[label]	comment[fraction identifier]	comment[technical replicate]	comment[instrument]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[collision energy]	comment[dissociation method]	comment[cross-linker]	comment[crosslink enrichment method]	comment[crosslinker concentration]	comment[crosslinker to protein ratio]	comment[crosslinking reaction time]	comment[crosslinking temperature]	comment[data file]	comment[sdrf template]	comment[sdrf template]	comment[sdrf template]
PXD051261_P_S_tPA_1mM_DSS_1_DT_C2203_097	Homo sapiens	not available	not available	not available	34	PXD051261_P_S_tPA_1mM_DSS_1_DT_C2203_097_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	P_S_tPA_1mM_DSS_1_DT_C2203_097.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_9000s_plg_slo_20230512_021201_9000	Homo sapiens	not available	not available	not available	35	PXD051261_9000s_plg_slo_20230512_021201_9000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	9000s_plg_slo_20230512_021201_9000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_060	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	36	PXD051261_DT_M2109_060_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_060.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_083	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	37	PXD051261_DT_M2109_083_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_083.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_074	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	38	PXD051261_DT_M2109_074_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_074.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_00s_plg_20230511_003538_0	Homo sapiens	not available	not available	not available	39	PXD051261_00s_plg_20230511_003538_0_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	00s_plg_20230511_003538_0.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_079	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	40	PXD051261_DT_M2109_079_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_079.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_085	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	41	PXD051261_DT_M2109_085_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_085.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_3000s_plg_slo_20230511_150947_3000	Homo sapiens	not available	not available	not available	42	PXD051261_3000s_plg_slo_20230511_150947_3000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	3000s_plg_slo_20230511_150947_3000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_045	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	43	PXD051261_DT_M2109_045_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_045.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_plm_slo_1mM_DSS_1_DT_C2203_115	Homo sapiens	not available	not available	not available	44	PXD051261_plm_slo_1mM_DSS_1_DT_C2203_115_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	plm_slo_1mM_DSS_1_DT_C2203_115.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_00s_plg_20230510_142935_0	Homo sapiens	not available	not available	not available	45	PXD051261_00s_plg_20230510_142935_0_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	00s_plg_20230510_142935_0.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_055	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	46	PXD051261_DT_M2109_055_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_055.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_Pm_S_1mM_DSG_1_DT_C2204_002	Homo sapiens	not available	not available	not available	47	PXD051261_Pm_S_1mM_DSG_1_DT_C2204_002_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	Pm_S_1mM_DSG_1_DT_C2204_002.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_053	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	48	PXD051261_DT_M2109_053_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_053.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_3000s_plg_20230511_033645_3000	Homo sapiens	not available	not available	not available	49	PXD051261_3000s_plg_20230511_033645_3000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	3000s_plg_20230511_033645_3000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_3000s_plg_20230510_173050_3000	Homo sapiens	not available	not available	not available	50	PXD051261_3000s_plg_20230510_173050_3000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	3000s_plg_20230510_173050_3000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_358	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	51	PXD051261_DT_M2109_358_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_358.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_9000s_plg_slo_20230511_160654_9000	Homo sapiens	not available	not available	not available	52	PXD051261_9000s_plg_slo_20230511_160654_9000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	9000s_plg_slo_20230511_160654_9000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_Plg_3ul_MSMS_20230509_154157_0	Homo sapiens	not available	not available	not available	53	PXD051261_Plg_3ul_MSMS_20230509_154157_0_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	Plg_3ul_MSMS_20230509_154157_0.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_084	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	54	PXD051261_DT_M2109_084_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_084.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_066	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	55	PXD051261_DT_M2109_066_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_066.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_plg-slo-tpa_0mM_DT_C2203_080	Homo sapiens	not available	not available	not available	56	PXD051261_plg-slo-tpa_0mM_DT_C2203_080_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	plg-slo-tpa_0mM_DT_C2203_080.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_high_plg_tpa_0.5mM_DSS_1_DT_C2203_083	Homo sapiens	not available	not available	not available	57	PXD051261_high_plg_tpa_0.5mM_DSS_1_DT_C2203_083_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	high_plg_tpa_0.5mM_DSS_1_DT_C2203_083.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_30s_plg_20230510_152642_30	Homo sapiens	not available	not available	not available	58	PXD051261_30s_plg_20230510_152642_30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	30s_plg_20230510_152642_30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_Pm_S_1mM_DSG_1_DT_C2204_003	Homo sapiens	not available	not available	not available	59	PXD051261_Pm_S_1mM_DSG_1_DT_C2204_003_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	Pm_S_1mM_DSG_1_DT_C2204_003.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_30s_plg_20230511_013301_30	Homo sapiens	not available	not available	not available	60	PXD051261_30s_plg_20230511_013301_30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	30s_plg_20230511_013301_30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_9000s_plg_20230510_233050_9000	Homo sapiens	not available	not available	not available	61	PXD051261_9000s_plg_20230510_233050_9000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	9000s_plg_20230510_233050_9000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_30s_plg_slo_20230511_130601_30	Homo sapiens	not available	not available	not available	62	PXD051261_30s_plg_slo_20230511_130601_30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	30s_plg_slo_20230511_130601_30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_9000s_plg_slo_20230511_210918_9000	Homo sapiens	not available	not available	not available	63	PXD051261_9000s_plg_slo_20230511_210918_9000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	9000s_plg_slo_20230511_210918_9000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_30s_plg_slo_20230511_180841_30	Homo sapiens	not available	not available	not available	64	PXD051261_30s_plg_slo_20230511_180841_30_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	30s_plg_slo_20230511_180841_30.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_068	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	65	PXD051261_DT_M2109_068_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_068.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_DT_M2109_089	NT=Homo sapiens;AC=NCBITaxon:9606	NT=Group A Streptococcus (Streptococcus pyogenes);AC=NCBITaxon:1312	not available	not available	66	PXD051261_DT_M2109_089_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	DT_M2109_089.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
PXD051261_9000s_plg_20230510_182801_9000	Homo sapiens	not available	not available	not available	67	PXD051261_9000s_plg_20230510_182801_9000_assay	proteomic profiling by mass spectrometry	data-dependent acquisition	NT=label free sample;AC=MS:1002038	1	1	not available	NT=Trypsin;AC=MS:1001251	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	NT=Oxidation;AC=UNIMOD:21;TA=M;MT=Variable	not available	not available	NT=['DSS-H12/D12', 'DSG-H6/D6'];AC=['XLMOD:02001', 'XLMOD:02000'];TA=['K,nterm', 'K,nterm']	not available	not available	not available	2 h	37 °C	9000s_plg_20230510_182801_9000.raw	NT=ms-proteomics;VV=v1.1.0	NT=crosslinking;VV=v1.0.0	NT=human;VV=v1.1.0
